9,0
1998,0
2998,0
3999,0
4999,0
5998,1
6998,0
7999,0
8998,0
9998,0
10999,0
11999,0
12998,1
13998,0
14999,0
15998,0
16998,0
17999,1
18999,1
19998,0
20998,0
21999,1
22999,0
23998,0
24999,0
25999,0
26998,0
27998,0
28999,0
29999,0
30998,1
32000,1
32999,0
33998,0
34998,0
35999,1
36999,1
37998,0
38998,1
39999,0
40998,0
41998,0
42999,0
43999,0
44998,1
45998,0
46999,0
47998,0
48998,0
49999,0
50999,1
51998,0
52998,0
53999,0
54999,0
55998,0
56999,0
57999,0
58998,0
59998,1
60999,1
61999,0
62998,0
64000,1
64999,1
65998,0
66998,0
67999,1
68999,0
69998,0
70998,1
71999,1
72998,2
73998,0
74999,0
75999,0
76998,2
77998,0
78999,0
79998,0
80998,0
81999,0
82999,0
83998,0
84998,1
85999,1
86999,0
87998,0
88999,0
89999,0
90998,0
91998,1
92999,0
93999,0
94998,1
96000,0
96999,0
97998,0
98998,0
99999,1
100999,1
101998,0
102998,0
103999,0
104998,0
105998,0
106999,0
107999,0
108998,0
109998,2
110999,0
111998,0
112998,0
113999,0
114999,0
115998,0
116998,0
117999,0
118999,0
119998,1
120999,0
121999,0
122998,0
123998,0
124999,0
125999,1
126998,1
128000,1
128999,0
129998,0
130998,1
131999,0
132999,0
133998,0
134998,1
135999,0
136998,1
137998,1
138999,0
139999,1
140998,0
141998,0
142999,1
143998,0
144998,0
145999,0
146999,0
147998,0
148998,0
149999,1
150999,0
151998,0
152999,0
153999,0
154998,1
155998,1
156999,0
157999,0
158998,0
160000,0
160999,0
161998,0
162998,0
163999,0
164999,0
165998,0
166998,0
167999,0
168998,0
169998,0
170999,0
171999,0
172998,0
173998,0
174999,0
175998,0
176998,0
177999,0
178999,0
179998,1
180998,0
181999,0
182999,0
183998,1
184999,0
185999,0
186998,0
187998,1
188999,0
189999,1
190998,0
192000,0
192999,0
193998,0
194998,0
195999,0
196999,0
197998,0
198998,1
199999,1
200998,0
201998,0
202999,1
203999,0
204998,0
205998,1
206999,1
207998,0
208998,1
209999,0
210999,0
211998,1
212998,0
213999,0
214999,0
215998,0
216999,0
217999,1
218998,0
219998,0
220999,1
221999,0
222998,0
224000,0
224999,1
225998,0
226998,1
227999,0
228999,0
229998,0
230998,0
231999,0
232998,0
233998,0
234999,0
235999,0
236998,0
237998,0
238999,0
239998,0
240998,0
241999,0
242999,0
243998,0
244998,0
245999,0
246999,2
247998,0
248999,0
249999,0
250998,1
251998,1
252999,0
253999,0
254998,1
256000,0
256999,0
257998,0
258998,0
259999,0
260999,0
261998,1
262998,0
263999,0
264998,0
265998,0
266999,0
267999,1
268998,0
269998,0
270999,0
271998,0
272998,0
273999,0
274999,1
275998,0
276998,1
277999,0
278999,0
279998,0
280999,0
281999,0
282998,1
283998,1
284999,0
285999,0
286998,0
288000,0
288999,1
289998,0
290998,0
291999,0
292999,0
293998,0
294998,0
295999,0
296998,0
297998,0
298999,0
299999,0
300998,0
301998,1
302999,0
303998,0
304998,0
305999,0
306999,0
307998,0
308998,2
309999,0
310999,1
311998,1
312999,0
313999,0
314998,0
315998,1
316999,0
317999,0
318998,0
320000,0
320999,0
321998,1
322998,1
323999,0
324999,0
325998,1
326998,0
327999,0
328998,0
329998,0
330999,1
331999,1
332998,0
333998,0
334999,1
335998,0
336998,0
337999,1
338999,0
339998,0
340998,0
341999,0
342999,0
343998,1
344999,0
345999,0
346998,0
347998,0
348999,1
349999,0
350998,1
352000,0
352999,0
353998,0
354998,0
355999,1
356999,0
357998,0
358998,1
359999,0
360998,0
361998,1
362999,0
363999,0
364998,0
365998,0
366999,0
367998,0
368998,0
369999,1
370999,0
371998,0
372998,0
373999,1
374999,0
375998,0
376999,0
377999,0
378998,0
379998,0
380999,0
381999,0
382998,0
384000,0
384999,0
385998,0
386998,0
387999,0
388999,0
389998,0
390998,0
391999,1
392998,0
393998,0
394999,0
395999,0
396998,2
397998,0
398999,0
399998,0
400998,0
401999,2
402999,0
403998,0
404998,0
405999,0
406999,0
407998,1
408999,0
409999,0
410998,0
411998,0
412999,0
413999,0
414998,0
416000,0
416999,0
417998,0
418998,1
419999,0
420999,1
421998,0
422998,0
423999,0
424998,0
425998,0
426999,0
427999,0
428998,1
429998,0
430999,0
431998,0
432998,0
433999,1
434999,0
435998,0
436998,0
437999,0
438999,0
439998,0
440999,0
441999,0
442998,0
443998,0
444999,0
445999,0
446998,0
448000,0
448999,0
449998,0
450998,0
451999,0
452999,0
453998,0
454998,0
455999,0
456998,0
457998,0
458999,0
459999,0
460998,0
461998,1
462999,0
463998,0
464998,0
465999,1
466999,1
467998,1
468998,0
469999,0
470999,0
471998,0
472999,0
473999,0
474998,0
475998,0
476999,0
477999,0
478998,0
480000,0
480999,0
481998,0
482998,0
483999,0
484999,0
485998,0
486998,0
487999,0
488998,1
489998,0
490999,0
491999,0
492998,0
493998,0
494999,0
495998,0
496998,0
497999,0
498999,0
499998,0
500998,0
501999,0
502999,0
503998,0
504999,1
505999,0
506998,1
507998,0
508999,0
509999,0
510998,0
512000,0
512999,0
513998,0
514998,0
515999,1
516999,0
517998,0
518998,0
519999,0
520998,0
521998,0
522999,0
523999,0
524998,0
525998,0
526999,0
527998,0
528998,0
529999,0
530999,0
531998,0
532998,0
533999,1
534999,0
535998,0
536999,0
537999,0
538998,0
539998,1
540999,0
541999,0
542998,0
544000,1
544999,0
545998,0
546998,0
547999,0
548999,0
549998,0
550998,1
551999,1
552998,0
553998,0
554999,1
555999,0
556998,1
557998,0
558999,0
559998,0
560998,0
561999,1
562999,0
563998,1
564998,0
565999,0
566999,1
567998,0
568999,0
569999,0
570998,1
571998,0
572999,0
573999,0
574998,0
576000,0
576999,1
577998,1
578998,0
579999,1
580999,0
581998,0
582998,0
583999,0
584998,2
585998,0
586999,0
587999,0
588998,2
589998,0
590999,1
591998,1
592998,0
593999,0
594999,0
595998,0
596998,0
597999,1
598999,0
599998,0
600999,0
601999,0
602998,0
603998,0
604999,0
605999,0
606998,0
608000,1
608999,0
609998,0
610998,0
611999,0
612999,0
613998,0
614998,0
615999,0
616998,0
617998,0
618999,1
619999,0
620998,1
621998,0
622999,0
623998,0
624998,0
625999,0
626999,1
627998,0
628998,0
629999,0
630999,0
631998,1
632999,0
633999,0
634998,1
635998,1
636999,0
637999,0
638998,0
640000,1
640999,0
641998,0
642998,1
643999,0
644999,0
645998,0
646998,0
647999,0
648998,0
649998,0
650999,1
651999,1
652998,1
653998,0
654999,1
655998,0
656998,0
657999,0
658999,0
659998,0
660998,0
661999,1
662999,1
663998,0
664999,0
665999,1
666998,0
667998,0
668999,0
669999,0
670998,0
672000,1
672999,0
673998,1
674998,0
675999,1
676999,0
677998,0
678998,0
679999,2
680998,0
681998,1
682999,0
683999,1
684998,0
685998,0
686999,0
687998,1
688998,1
689999,2
690999,0
691998,2
692998,0
693999,1
694999,2
695998,0
696999,0
697999,0
698998,0
699998,0
700999,1
701999,0
702998,0
704000,0
704999,2
705998,0
706998,1
707999,0
708999,0
709998,0
710998,0
711999,0
712998,0
713998,0
714999,1
715999,0
716998,0
717998,1
718999,1
719998,0
720998,0
721999,1
722999,0
723998,0
724998,0
725999,0
726999,0
727998,1
728999,0
729999,0
730998,0
731998,1
732999,1
733999,2
734998,0
736000,0
736999,1
737998,1
738998,0
739999,0
740999,1
741998,0
742998,1
743999,0
744998,0
745998,1
746999,0
747999,0
748998,0
749998,0
750999,1
