5209,0.86,0.35,0.44,122,-673,-215,-12.87,-0.77,5.70,3.29,5.68,84232.00,85.00,85.00,253,18
5376,0.86,0.35,0.43,119,-661,-205,-13.08,0.28,5.57,3.11,5.68,84231.00,85.00,85.00,252,16
5542,0.86,0.35,0.43,126,-679,-221,-13.43,-0.90,5.91,3.23,5.69,84236.00,85.00,85.00,252,16
5708,0.86,0.34,0.43,119,-670,-217,-13.29,0.07,5.57,3.29,5.69,84233.00,6.38,0.12,252,16
5875,0.86,0.35,0.43,128,-681,-219,-13.08,-0.63,5.98,3.40,5.68,84236.00,6.38,0.12,251,17
6042,0.86,0.35,0.43,127,-683,-217,-13.36,-0.63,5.91,3.34,5.70,84233.00,6.38,0.12,251,16
6209,0.87,0.34,0.43,127,-678,-218,-13.77,0.28,5.70,3.69,5.70,84229.00,6.38,0.12,252,16
6377,0.87,0.34,0.43,124,-677,-212,-13.29,-0.90,5.77,3.63,5.70,84230.00,6.38,0.19,251,17
6544,0.87,0.34,0.43,125,-679,-217,-13.50,0.00,5.63,3.57,5.70,84232.00,6.38,0.19,251,16
6711,0.87,0.34,0.42,119,-672,-208,-13.29,-0.35,5.57,3.57,5.69,84230.00,6.38,0.19,253,16
6879,0.87,0.34,0.43,124,-675,-215,-13.50,0.14,5.77,3.29,5.70,84229.00,6.38,0.19,253,17
7046,0.87,0.35,0.43,119,-663,-204,-13.22,-0.97,5.63,3.51,5.68,84233.00,6.44,0.19,252,16
7213,0.87,0.35,0.43,126,-672,-210,-13.43,-0.14,5.77,3.46,5.70,84231.00,6.44,0.19,258,16
7380,0.86,0.35,0.43,120,-668,-209,-13.29,0.07,5.57,3.80,5.71,84226.00,6.44,0.19,253,16
7546,0.87,0.35,0.43,120,-667,-201,-13.22,-0.49,5.84,3.57,5.70,84232.00,6.44,0.19,252,16
7712,0.87,0.35,0.42,125,-681,-214,-13.22,-0.77,5.84,3.63,5.72,84238.00,6.44,0.19,252,17
7880,0.86,0.35,0.43,116,-660,-212,-13.15,-0.56,5.70,3.51,5.70,84235.00,6.44,0.19,253,16
8047,0.86,0.35,0.43,126,-680,-216,-13.91,-0.42,5.98,3.63,5.73,84236.00,6.44,0.19,253,16
8214,0.86,0.35,0.43,121,-667,-207,-12.73,-3.34,6.33,3.63,5.72,84237.00,6.44,0.19,252,17
8382,0.87,0.34,0.42,126,-677,-214,-13.43,1.39,5.01,3.63,5.72,84237.00,6.44,0.19,254,16
8549,0.87,0.34,0.42,126,-680,-215,-13.50,-0.21,5.63,3.91,5.72,84235.00,6.44,0.19,252,16
8716,0.87,0.35,0.42,125,-678,-215,-13.63,1.11,5.43,3.86,5.72,84238.00,6.44,0.19,253,16
8883,0.86,0.34,0.43,130,-679,-219,-13.36,0.35,5.43,3.51,5.74,84233.00,6.44,0.19,254,17
9050,0.86,0.35,0.43,127,-676,-220,-13.70,1.32,5.15,3.46,5.74,84239.00,6.44,0.12,251,16
9217,0.85,0.35,0.44,129,-676,-223,-13.57,1.25,5.08,3.91,5.73,84233.00,6.44,0.12,253,16
9383,0.86,0.35,0.43,125,-677,-224,-13.36,0.07,5.22,3.80,5.74,84236.00,6.44,0.12,251,16
9549,0.87,0.35,0.44,128,-673,-219,-13.84,1.95,5.08,3.86,5.75,84233.00,6.44,0.12,251,16
9715,0.85,0.35,0.44,130,-676,-226,-13.08,-0.07,5.43,3.86,5.73,84240.00,6.44,0.19,250,17
9882,0.85,0.35,0.44,129,-671,-221,-13.29,0.00,5.63,3.86,5.76,84252.00,6.44,0.19,251,16
10049,0.85,0.35,0.44,130,-675,-224,-13.36,-0.42,5.43,3.97,5.76,84248.00,6.44,0.19,250,16
10216,0.86,0.35,0.44,128,-672,-223,-13.63,0.90,5.01,4.26,5.74,84226.00,6.44,0.19,260,16
10383,0.88,0.34,0.42,119,-661,-208,-14.12,2.16,4.80,4.03,5.75,84231.00,6.44,0.19,253,16
10550,0.85,0.35,0.44,126,-671,-219,-12.73,-2.78,6.12,3.86,5.76,84236.00,6.44,0.19,252,17
10717,0.87,0.35,0.44,118,-658,-215,-13.50,0.70,5.22,3.91,5.76,84237.00,6.44,0.19,251,16
10885,0.85,0.35,0.45,128,-668,-219,-13.43,-0.49,5.70,4.09,5.76,84234.00,6.44,0.19,251,16
11052,0.85,0.35,0.44,119,-670,-217,-13.01,-0.83,5.70,3.86,5.75,84231.00,6.44,0.19,252,16
11218,0.85,0.35,0.44,126,-666,-213,-13.57,-0.14,5.43,3.80,5.77,84227.00,6.44,0.19,252,17
11384,0.85,0.35,0.44,125,-666,-217,-13.36,0.14,5.36,3.86,5.77,84230.00,6.44,0.19,254,16
