4743,0.15,0.08,0.94,63,38,-581,-10.09,-0.42,1.95,23.97,24.10,83410,1611.23,24.81,24.81,-25.46
5038,0.16,0.07,0.95,63,37,-578,-10.30,-0.70,2.02,23.86,24.10,83412,1609.86,24.81,24.81,-25.46
5330,0.15,0.08,0.95,62,37,-580,-10.30,-0.49,2.02,23.91,24.10,83410,1611.03,24.81,24.81,-25.46
5625,0.15,0.08,0.95,60,39,-580,-10.09,-0.63,2.09,23.69,24.10,83412,1611.23,24.87,24.87,-25.46
5918,0.15,0.08,0.95,66,39,-580,-10.30,-0.77,2.02,24.09,24.10,83416,1609.67,24.87,24.87,-25.46
6213,0.15,0.08,0.94,61,41,-580,-10.50,-0.35,1.81,23.74,24.10,83419,1609.86,24.87,24.87,-25.46
6508,0.16,0.07,0.96,60,37,-579,-10.64,-2.92,1.88,23.86,24.10,83410,1611.23,24.87,24.87,-25.46
6801,0.13,0.08,0.97,62,41,-579,-10.50,-3.90,2.23,23.91,24.10,83417,1610.06,24.87,24.87,-25.46
7096,0.16,0.08,0.95,59,41,-581,-10.23,-0.77,2.16,23.97,24.10,83412,1609.86,24.87,24.87,-25.46
7389,0.15,0.08,0.94,61,39,-581,-10.37,-0.28,1.88,23.97,24.10,83415,1610.06,24.87,24.87,-25.46
7684,0.15,0.08,0.94,63,39,-579,-10.23,-0.49,1.81,23.86,24.10,83412,1610.45,24.87,24.87,-25.46
7979,0.14,0.08,0.95,62,39,-580,-10.30,-0.83,2.09,24.31,24.10,83411,1609.86,24.87,24.87,-25.46
8271,0.15,0.08,0.95,61,40,-581,-10.02,-0.56,1.95,23.91,24.10,83411,1611.13,24.87,24.87,-25.46
8566,0.14,0.09,0.96,65,37,-581,-11.13,-2.09,2.30,24.09,24.10,83425,1609.96,24.87,24.87,-25.46
8859,0.17,0.07,0.94,65,40,-580,-10.23,-0.35,2.02,24.20,24.10,83421,1610.45,24.87,24.87,-25.46
9154,0.15,0.08,0.94,64,40,-579,-10.16,-0.83,1.88,24.14,24.10,83421,1609.77,24.87,24.87,-25.46
9449,0.15,0.09,0.95,62,40,-582,-10.30,-0.77,2.02,24.26,24.10,83416,1610.45,24.87,24.87,-25.46
9742,0.14,0.09,0.94,64,38,-581,-10.09,-1.11,1.88,24.09,24.10,83418,1611.23,24.87,24.87,-25.46
10037,0.15,0.08,0.95,63,39,-579,-10.30,-0.83,1.95,23.97,24.10,83416,1609.96,24.94,24.94,-25.47
10332,0.16,0.08,0.94,65,38,-580,-10.64,-0.77,1.88,24.20,24.10,83409,1610.45,24.94,24.94,-25.47
10625,0.15,0.09,2.94,65,38,-579,-10.16,-0.63,1.95,24.14,24.10,83412,1610.84,24.94,24.94,-25.47
10919,0.15,0.07,0.94,61,36,-578,-10.43,-0.63,2.23,24.09,24.10,83417,1610.74,24.94,24.94,-25.47
11214,0.14,0.08,0.95,63,40,-579,-10.30,-0.49,2.37,24.43,24.10,83418,1610.35,24.94,24.94,-25.47
11507,0.15,0.07,0.94,63,38,-580,-10.43,-0.90,1.95,23.86,24.10,83415,1610.45,24.94,24.94,-25.47
11802,0.16,0.08,0.94,63,39,-578,-10.16,-0.63,1.95,24.09,24.10,83415,1610.94,24.87,24.87,-25.46
12097,0.15,0.07,0.94,65,36,-578,-10.50,-0.70,2.09,24.26,24.10,83405,1611.03,24.87,24.87,-25.46
12390,0.15,0.08,0.94,62,38,-580,-10.23,-0.42,1.74,24.37,24.10,83411,1610.25,24.87,24.87,-25.46
12685,0.15,0.08,0.94,63,38,-579,-10.02,-0.90,1.88,24.49,24.10,83411,1610.84,24.94,24.94,-25.47
12980,0.16,0.08,0.94,63,41,-577,-10.37,-0.63,1.81,24.14,24.10,83411,1610.35,24.94,24.94,-25.47
13275,0.15,0.08,0.95,61,37,-580,-10.16,-0.77,1.88,24.09,24.10,83412,1610.45,24.94,24.94,-25.47
13568,0.15,0.07,0.95,61,38,-579,-9.95,-0.56,1.95,24.43,24.10,83420,1610.25,24.94,24.94,-25.47
13862,0.15,0.08,0.95,61,40,-580,-10.30,-0.21,1.46,24.26,24.10,83410,1609.86,24.94,24.94,-25.47
14157,0.16,0.08,0.95,64,35,-580,-10.23,-0.77,2.09,24.31,24.10,83407,1610.16,24.94,24.94,-25.47
14450,0.15,0.08,0.94,61,39,-580,-10.16,-0.63,1.88,24.31,24.10,83409,1610.74,24.94,24.94,-25.47
14745,0.15,0.08,0.94,63,36,-577,-9.88,-0.70,1.88,24.66,24.10,83415,1610.94,24.94,24.94,-25.47
15040,0.15,0.08,0.94,63,39,-578,-10.09,-0.77,2.02,24.43,24.10,83417,1610.06,24.94,24.94,-25.47
15333,0.16,0.08,0.95,59,37,-578,-10.23,-0.49,1.95,24.14,24.10,83420,1611.03,24.94,24.94,-25.47
15628,0.15,0.08,0.95,64,39,-579,-10.02,-0.63,2.09,24.49,24.10,83423,1610.45,24.94,24.94,-25.47
15923,0.15,0.08,0.95,63,39,-578,-10.16,-0.70,1.95,24.20,24.10,83423,1609.86,24.94,24.94,-25.47
16216,0.15,0.08,0.94,62,38,-579,-10.30,-0.49,1.81,24.37,24.10,83410,1609.86,24.94,24.94,-25.47
16510,0.15,0.08,0.95,64,38,-578,-10.64,-0.77,1.81,24.60,24.10,83412,1610.16,24.94,24.94,-25.47
16805,0.15,0.08,0.96,60,40,-578,-10.23,-1.04,1.95,24.31,24.10,83422,1609.77,24.94,24.94,-25.47
17098,0.15,0.08,0.95,64,37,-579,-10.16,-0.70,1.95,24.43,24.10,83423,1610.16,24.94,24.94,-25.47
17393,0.15,0.09,0.94,61,37,-579,-10.23,-0.42,2.09,24.54,24.10,83408,1611.52,24.94,24.94,-25.47
17688,0.15,0.08,0.94,62,39,-580,-10.37,-0.42,2.02,24.71,24.10,83415,1609.86,24.94,24.94,-25.47
17983,0.15,0.08,0.95,63,38,-581,-10.30,-0.77,1.74,24.49,24.10,83410,1610.45,24.94,24.94,-25.47
18276,2.00,0.51,64.93,60,39,-580,-11.62,-2.30,2.37,24.43,24.10,83418,1609.67,24.94,24.94,-25.47
18571,0.16,0.08,0.95,60,38,-580,-10.30,-0.28,2.02,24.43,24.10,83415,1609.77,24.94,24.94,-25.47
18866,0.16,0.07,0.94,61,39,-578,-10.43,-0.97,1.74,24.43,24.10,83423,1610.84,25.00,25.00,-25.47
19159,0.16,0.08,0.95,63,40,-579,-10.09,-0.56,2.09,24.83,24.10,83422,1609.96,25.00,25.00,-25.47
19453,0.16,0.07,0.95,60,41,-579,-10.30,-0.28,2.16,24.49,24.10,83415,1610.16,25.00,25.00,-25.47
19748,0.15,0.08,0.94,64,40,-578,-10.71,-0.14,2.16,24.37,24.10,83416,1610.25,24.94,24.94,-25.47
20043,0.14,0.09,0.94,62,41,-578,-10.57,-0.83,2.09,24.77,24.10,83416,1610.16,24.94,24.94,-25.47
20336,0.15,0.07,0.94,63,40,-578,-10.02,-0.70,1.81,24.54,24.10,83407,1611.03,24.94,24.94,-25.47
20631,0.15,0.07,0.95,60,40,-576,-10.16,-0.56,1.74,24.60,24.10,83411,1610.25,25.00,25.00,-25.47
20926,0.15,0.08,0.94,59,41,-576,-10.16,-0.49,1.95,24.66,24.10,83410,1610.45,25.00,25.00,-25.47
21219,0.15,0.07,0.95,62,38,-579,-10.37,-0.77,1.88,24.43,24.10,83406,1610.94,25.00,25.00,-25.47
21514,0.15,0.09,0.95,61,39,-578,-10.43,-0.28,2.02,24.94,24.10,83419,1610.35,25.00,25.00,-25.47
21809,0.15,0.08,0.95,63,40,-577,-10.16,-0.42,1.74,24.83,24.10,83412,1609.57,25.00,25.00,-25.47
22102,0.15,0.08,0.94,61,40,-578,-9.95,-0.28,2.23,24.66,24.10,83412,1609.96,25.00,25.00,-25.47
22396,0.14,0.08,0.95,59,37,-574,-10.16,-0.63,2.16,24.77,24.10,83417,1610.25,25.00,25.00,-25.47
22691,0.15,0.07,0.94,64,39,-577,-10.16,-0.56,1.95,24.89,24.10,83417,1610.25,25.00,25.00,-25.47
22984,0.15,0.08,0.94,62,40,-579,-10.30,-0.83,1.88,24.83,24.10,83415,1610.25,25.00,25.00,-25.47
23279,0.15,0.08,0.95,64,37,-577,-10.02,-0.63,1.81,24.77,24.10,83415,1610.35,25.00,25.00,-25.47
