4743,0.15,0.04,0.96,3,61,-604,-10.50,-0.83,2.09,24.14,24.10,83326,1619.22,24.37,24.37,-25.59
5036,0.15,0.04,0.94,5,60,-606,-10.23,-0.63,1.81,24.09,24.10,83329,1618.93,24.37,24.37,-25.59
5330,0.15,0.04,0.95,4,61,-606,-10.43,-1.18,2.23,23.74,24.10,83326,1619.61,24.37,24.37,-25.59
5623,0.15,0.04,0.95,8,62,-601,-10.50,-0.63,2.16,23.97,24.10,83327,1619.03,24.44,24.44,-25.60
5918,0.15,0.04,0.94,5,61,-603,-10.57,-0.90,1.88,23.86,24.10,83326,1619.03,24.44,24.44,-25.60
6211,0.15,0.04,0.95,4,61,-603,-10.30,-0.63,1.95,24.09,24.10,83327,1618.74,24.44,24.44,-25.60
6506,0.15,0.05,0.95,4,62,-604,-10.23,0.07,2.30,24.20,24.10,83326,1618.93,24.44,24.44,-25.60
6799,0.15,0.04,0.95,3,63,-603,-10.64,-0.77,2.02,23.91,24.10,83324,1619.03,24.44,24.44,-25.60
7094,0.15,0.04,0.95,8,64,-605,-10.50,-0.83,2.30,24.14,24.10,83324,1619.22,24.44,24.44,-25.60
7387,0.15,0.05,0.95,5,58,-604,-10.43,-0.49,2.16,24.26,24.10,83326,1619.03,24.44,24.44,-25.60
7682,0.15,0.05,0.95,6,61,-605,-10.30,-0.63,1.88,24.09,24.10,83328,1618.54,24.44,24.44,-25.60
7974,0.16,0.04,0.95,4,62,-604,-10.16,-0.77,1.67,24.09,24.10,83326,1618.93,24.44,24.44,-25.60
8269,0.15,0.04,0.95,4,62,-602,-10.43,-0.35,1.81,24.14,24.10,83326,1619.03,24.44,24.44,-25.60
8562,0.14,0.05,0.94,8,62,-604,-10.50,-0.63,2.02,24.14,24.10,83325,1619.22,24.44,24.44,-25.60
8857,0.15,0.04,0.94,6,64,-601,-10.16,-0.77,1.88,24.14,24.10,83323,1619.03,24.44,24.44,-25.60
9150,0.16,0.04,0.95,4,59,-603,-10.23,-0.63,1.81,24.37,24.10,83324,1619.22,24.44,24.44,-25.60
9445,0.15,0.05,0.96,6,63,-603,-10.23,-0.56,2.02,24.20,24.10,83324,1619.22,24.44,24.44,-25.60
9738,0.15,0.05,0.95,7,60,-603,-10.43,-0.90,2.23,24.37,24.10,83326,1618.64,24.44,24.44,-25.60
10033,0.15,0.04,0.94,7,59,-604,-10.30,-0.49,2.16,24.09,24.10,83326,1618.83,24.44,24.44,-25.60
10326,0.15,0.05,0.95,7,61,-602,-10.30,-0.63,1.95,24.09,24.10,83326,1619.52,24.44,24.44,-25.60
10620,0.15,0.05,0.95,7,60,-603,-10.37,-0.70,2.30,24.20,24.10,83325,1619.12,24.44,24.44,-25.60
10915,0.14,0.05,0.94,2,59,-598,-10.09,-0.28,1.95,23.97,24.10,83322,1619.03,24.44,24.44,-25.60
11208,0.15,0.04,0.94,4,62,-604,-10.57,0.42,2.09,24.49,24.10,83327,1618.74,24.44,24.44,-25.60
11503,0.18,0.05,0.96,4,60,-604,-10.50,-2.50,2.57,24.37,24.10,83327,1619.22,24.44,24.44,-25.60
11796,0.14,0.06,0.96,4,62,-603,-10.50,-0.90,1.95,24.37,24.10,83326,1618.64,24.44,24.44,-25.60
12091,0.16,0.03,0.94,5,60,-607,-10.16,-0.83,1.95,24.37,24.10,83327,1618.83,24.44,24.44,-25.60
12386,0.15,0.05,0.94,6,60,-604,-10.37,-0.97,1.95,24.54,24.10,83326,1619.03,24.44,24.44,-25.60
12679,0.15,0.05,0.95,7,60,-602,-10.23,-0.70,2.02,24.09,24.10,83323,1618.83,24.50,24.50,-25.60
12974,0.16,0.04,0.95,6,63,-605,-9.95,-0.97,1.74,24.26,24.10,83327,1619.03,24.50,24.50,-25.60
13266,0.15,0.04,0.95,7,57,-601,-10.23,-0.63,1.81,24.09,24.10,83327,1619.22,24.50,24.50,-25.60
